HP 1;HP 10;HP 100;HP 101;HP 102;HP 103;HP 104;HP 106;HP 109;HP 11;HP 110;HP 111;HP 112;HP 113;HP 115;HP 116;HP 117;HP 12;HP 121;HP 122;HP 123;HP 124;HP 125;HP 126;HP 127;HP 128;HP 129;HP 13;HP 130;HP 131;HP 132;HP 133;HP 136;HP 138;HP 139;HP 14;HP 140;HP 141;HP 142;HP 143;HP 144;HP 145;HP 146;HP 15;HP 150;HP 152;HP 153;HP 154;HP 156;HP 157;HP 158;HP 159;HP 16;HP 160;HP 161;HP 162;HP 163;HP 165;HP 166;HP 167;HP 168;HP 17;HP 172;HP 173;HP 174;HP 176;HP 177;HP 178;HP 179;HP 18;HP 180;HP 181;HP 182;HP 184;HP 185;HP 186;HP 187;HP 188;HP 19;HP 192;HP 2;HP 20;HP 21;HP 22;HP 23;HP 24;HP 25;HP 26;HP 27;HP 28;HP 29;HP 30;HP 31;HP 32;HP 33;HP 34;HP 35;HP 36;HP 37;HP 38;HP 39;HP 40;HP 41;HP 42;HP 43;HP 44;HP 45;HP 46;HP 47;HP 48;HP 49;HP 50;HP 51;HP 52;HP 53;HP 54;HP 55;HP 56;HP 57;HP 58;HP 59;HP 6;HP 60;HP 65;HP 67;HP 68;HP 69;HP 7;HP 70;HP 71;HP 72;HP 76;HP 77;HP 8;HP 80;HP 81;HP 82;HP 85;HP 86;HP 87;HP 88;HP 89;HP 9;HP 90;HP 93;HP 95;HP 96;HP 98;HP 99
HP 26;305.862549;360.298309;555.873596;547.753113;569.331177;581.561890;686.662537;712.999207;719.746765;347.998169;418.266205;481.797852;467.113800;466.709229;444.540039;444.043182;444.123901;363.447388;317.140686;299.535950;280.970947;438.467804;473.056732;500.265869;452.265747;487.157166;513.084717;90.719391;620.934570;645.901306;642.451660;623.886658;696.546265;394.055603;445.675903;74.731232;286.928833;667.004517;421.341370;444.246155;607.597290;524.113159;415.653198;150.222839;170.703918;295.086243;261.721985;270.984894;245.723480;268.042969;233.578110;189.159531;166.204987;226.956085;322.715759;344.694733;369.899902;313.822113;393.187256;150.439667;200.233459;138.186798;223.224808;481.944824;461.973419;434.816132;349.521667;785.046570;537.952148;154.163956;552.419861;390.978333;337.111694;531.650513;257.487061;385.752686;388.072571;225.527740;129.384323;358.328644;363.588867;145.361969;99.204407;53.894844;29.698883;54.172058;24.473175;0.000000;119.009277;226.096283;208.060089;193.680634;163.508789;149.129333;400.760010;390.692963;380.101135;368.956238;462.363251;448.798370;410.985504;396.522430;390.426636;413.171570;285.116058;189.119873;205.274506;178.856873;224.416382;479.443695;427.369354;62.351227;78.717239;155.884003;345.695038;397.018433;444.216278;346.892120;440.221954;342.897797;293.493164;212.146683;354.587097;234.346237;455.520874;469.112427;487.933289;254.782654;703.357666;726.072754;756.083435;318.562958;236.697113;337.032318;457.006073;404.730133;429.438629;421.230927;495.588440;396.977997;434.710266;375.241272;321.583069;393.311829;54.114166;326.232422;346.061340;363.797485;533.915405
HP 27;273.351196;479.307587;536.444031;528.323547;549.901611;562.132324;626.472351;652.809021;659.556580;467.007446;358.076019;462.368286;447.684235;447.279663;425.110474;424.613617;424.694336;482.456665;436.149963;418.545227;399.980225;407.830200;442.419128;469.628265;421.628143;456.519562;482.447083;209.728668;560.744385;585.711121;582.261475;563.696472;636.356079;361.544250;413.164551;193.740509;357.072357;606.814331;390.703766;424.816589;547.407104;463.922974;383.141846;269.232117;170.717896;414.095520;380.731262;389.994202;322.501373;387.052216;352.587372;308.168793;285.214264;345.965363;441.725037;463.704010;488.909180;390.600006;512.196533;269.448944;81.224182;257.196075;342.234070;558.722778;538.751343;480.678741;395.384277;724.856384;477.761963;273.173218;532.990295;509.987610;394.546509;512.220947;226.055786;294.732849;297.052734;106.518463;248.393600;477.337921;331.077515;264.371246;218.213684;114.085030;148.708160;173.181335;143.482452;119.009277;0.000000;135.076447;89.050812;103.430267;44.499512;58.878967;309.740173;299.673126;289.081299;277.936401;402.173065;388.608185;350.795319;336.332245;299.406799;322.151733;194.096222;70.110596;86.265228;59.847595;105.407104;419.253510;367.179169;181.360504;197.726517;274.893280;464.704315;516.027710;520.994141;423.670013;486.084564;388.760406;412.502441;331.155945;473.596375;353.355499;532.298767;545.890381;564.711243;373.791931;643.167480;665.882568;695.893250;395.340851;355.706421;456.041595;396.815887;344.539948;369.248444;361.040741;406.427246;305.958160;343.690430;284.221436;440.592346;302.291992;173.123444;445.241699;465.070618;482.806763;514.485840
HP 28;138.274750;345.408722;401.367554;393.247131;414.825195;427.055939;491.395844;517.732544;524.480103;333.108582;222.999573;327.291870;312.607819;312.203247;290.034058;289.537201;289.617920;348.557800;301.073547;283.468811;264.903778;272.753784;307.342712;334.551849;286.551697;321.443115;347.370636;135.376892;425.667908;450.634644;447.184998;428.619995;501.279602;226.467804;278.088104;151.365051;221.995911;471.737915;255.627335;289.740173;412.330597;328.846527;248.065399;226.856659;114.211456;279.019073;245.654831;256.095337;187.424927;251.975784;217.510941;173.092361;210.862488;210.888916;307.826172;329.805145;355.010315;255.523575;378.297668;227.073486;76.079437;214.820618;207.157639;423.646301;403.674896;345.602325;260.307861;589.779907;342.685547;198.821457;397.913879;376.088745;259.470062;377.144562;90.979340;159.656387;161.976288;28.557983;206.018143;401.796112;196.001068;190.019470;175.838226;249.161469;196.397400;219.673492;249.372375;226.096283;135.076447;0.000000;46.025635;60.405090;90.576935;104.956390;174.663727;164.596680;154.004852;142.859955;267.096619;253.531738;215.718872;201.255798;164.330353;187.075287;59.019775;64.965851;81.120483;105.925018;62.381927;284.177063;232.102722;211.494324;227.860336;232.517822;389.162506;382.128845;385.917755;288.593597;351.008148;253.683975;277.426025;196.079514;338.519958;218.279068;397.222351;410.813904;429.634766;238.715485;508.091003;530.806091;560.816772;260.264435;280.164612;322.142731;261.739441;209.463501;234.171997;225.964294;271.350800;170.881714;208.613998;149.144989;306.693481;167.215561;171.982117;369.699890;331.171753;348.907898;379.409393
HP 29;184.300385;391.434296;447.393188;439.272766;460.850830;473.081573;537.421509;563.758179;570.505737;379.134155;269.025208;373.317505;358.633453;358.228882;336.059692;335.562836;335.643555;394.583435;347.099121;329.494385;310.929382;318.779388;353.368317;380.577454;332.577332;367.468750;393.396271;181.402527;471.693542;496.660278;493.210632;474.645630;547.305237;272.493439;324.113739;197.390686;268.021545;517.763550;301.652954;335.765808;458.356232;374.872162;294.091034;272.882294;160.237091;325.044739;291.680481;302.120972;233.450562;298.001434;263.536560;219.117996;256.888123;256.914551;353.851807;375.830780;401.035950;301.549225;424.323303;273.099121;30.053802;260.846252;253.183273;469.671936;449.700531;391.627960;306.333496;635.805542;388.711182;244.847092;443.939514;422.114380;305.495728;423.170197;137.004974;205.682022;208.001923;17.467651;252.043777;447.821747;242.026703;236.045105;221.863861;203.135834;237.758972;262.232147;232.533264;208.060089;89.050812;46.025635;0.000000;14.379456;44.551300;58.930756;220.689362;210.622314;200.030487;188.885590;313.122253;299.557373;261.744507;247.281433;210.355988;233.100922;105.045410;18.940216;35.094849;59.899384;16.356293;330.202698;278.128357;257.519958;273.885986;278.543457;435.188141;428.154480;431.943390;334.619232;397.033783;299.709625;323.451660;242.105148;384.545593;264.304688;443.247986;456.839539;475.660400;284.741089;554.116638;576.831726;606.842407;306.290070;326.190247;368.168365;307.765076;255.489136;280.197632;271.989929;317.376434;216.907349;254.639633;195.170624;352.719116;213.241196;218.007751;415.725525;377.197388;394.933533;425.435028
HP 30;171.001007;377.054901;433.013733;424.893311;446.471375;458.702118;551.800964;578.137634;584.885193;364.754761;283.404663;358.938049;344.253998;343.849426;321.680237;321.183380;321.264099;380.203979;332.719727;315.114990;296.549957;304.399933;338.988861;366.197998;318.197876;353.089294;379.016815;167.023071;486.072998;511.039734;507.590088;489.025085;561.684692;259.194061;310.814362;183.011230;253.642090;532.143005;287.273499;321.386353;472.735687;389.251617;280.791656;258.502838;145.857635;310.665283;277.301025;287.741516;219.071106;283.621979;249.157120;204.738541;242.508667;242.535095;339.472351;361.451324;386.656494;287.169739;409.943848;258.719666;44.433258;246.466797;238.803818;455.292480;435.321075;377.248474;291.954010;650.184998;403.090637;230.467636;429.560059;407.734924;291.116241;408.790741;122.625519;220.061478;222.381378;31.847107;237.664322;433.442291;228.727325;221.665649;207.484406;188.756378;223.379517;247.852692;218.153809;193.680634;103.430267;60.405090;14.379456;0.000000;58.930756;44.551300;235.068817;225.001770;214.409943;203.265045;327.501709;313.936829;276.123962;261.660889;224.735443;247.480377;119.424866;33.319672;49.474304;74.278839;30.735748;344.582153;292.507812;243.140503;259.506531;264.164001;420.808685;413.775024;417.563934;320.239777;382.654297;285.330139;309.072205;227.725693;370.166138;249.925247;428.868530;442.460083;461.280945;270.361664;568.496094;591.211182;621.221863;291.910614;311.810791;353.788910;322.144531;269.868591;294.577087;286.369385;331.755890;231.286804;269.019073;209.550079;338.339661;227.620651;203.628296;401.346069;362.817932;380.554077;411.055573
HP 31;228.851685;435.985626;491.944458;483.824036;505.402100;517.632812;581.972839;608.309509;615.057068;423.685486;313.576508;417.868774;403.184723;402.780151;380.610962;380.114105;380.194824;439.134705;391.650452;374.045715;355.480713;363.330688;397.919617;425.128754;377.128632;412.020050;437.947571;225.953827;516.244873;541.211609;537.761963;519.196960;591.856567;317.044739;368.665039;238.240021;312.572845;562.314819;346.204254;380.317078;502.907562;419.423462;338.642334;313.731598;204.788391;369.596008;336.231750;346.672241;278.001862;342.552704;308.087891;263.669312;301.439423;301.465851;398.403076;420.382050;445.587219;346.100494;468.874573;313.948425;36.724670;301.695557;297.734558;514.223206;494.251801;436.179230;350.884766;680.356873;433.262451;289.398376;488.490784;466.665649;350.046997;467.721466;181.556274;250.233322;252.553223;62.018951;292.893097;492.373077;286.578003;280.596405;262.713196;158.584534;193.207672;217.680847;187.981964;163.508789;44.499512;90.576935;44.551300;58.930756;0.000000;14.379456;265.240662;255.173615;244.581787;233.436890;357.673553;344.108673;306.295807;291.832733;254.907288;277.652222;149.596710;25.611084;41.765717;15.348083;60.907593;374.753998;322.679657;225.860016;242.226028;319.392761;479.739471;472.705750;476.494659;379.170502;441.585052;344.260895;368.002930;286.656464;429.096863;308.855988;487.799255;501.390808;520.211670;329.292419;598.667969;621.383057;651.393738;350.841339;370.741516;412.719635;352.316376;300.040436;324.748932;316.541229;361.927734;261.458649;299.190918;239.721924;397.270386;257.792480;217.622955;460.276855;421.748657;439.484802;469.986298
HP 32;215.552307;421.606171;477.565002;469.444580;491.022644;503.253387;596.352295;622.688965;629.436523;409.306030;327.955963;403.489319;388.805267;388.400696;366.231506;365.734650;365.815369;424.755249;377.270996;359.666260;341.101257;348.951233;383.540161;410.749298;362.749176;397.640594;423.568115;211.574371;530.624329;555.591064;552.141418;533.576416;606.236023;303.745361;355.365662;223.860565;298.193390;576.694214;331.824799;365.937622;517.287048;433.802917;325.342957;299.352142;190.408936;355.216553;321.852295;332.292786;263.622406;328.173248;293.708405;249.289841;287.059967;287.086395;384.023621;406.002594;431.207764;331.721039;454.495117;299.568970;51.104126;287.316101;283.355103;499.843750;479.872345;421.799774;336.505310;694.736328;447.641907;275.018921;474.111328;452.286194;335.667542;453.342010;167.176819;264.612793;266.932678;76.398407;278.513641;477.993622;273.278625;266.216949;248.333740;144.205078;178.828217;203.301392;173.602509;149.129333;58.878967;104.956390;58.930756;44.551300;14.379456;0.000000;279.620117;269.553070;258.961243;247.816345;372.053009;358.488129;320.675262;306.212189;269.286743;292.031677;163.976166;39.990540;56.145172;29.727539;75.287048;389.133453;337.059113;211.480560;227.846573;305.013306;465.360016;458.326294;462.115204;364.791046;427.205597;329.881439;353.623474;272.276978;414.717407;294.476532;473.419800;487.011353;505.832214;314.912964;613.047424;635.762512;665.773193;336.461884;356.362061;398.340179;366.695831;314.419891;339.128387;330.920685;376.307190;275.838104;313.570374;254.101379;382.890930;272.171936;203.243500;445.897400;407.369202;425.105347;455.606842
HP 33;133.641235;520.072388;410.067688;401.947266;423.525330;423.216217;486.762360;513.098999;519.846619;507.772278;218.366058;335.992004;321.307953;320.903381;298.734192;298.237335;298.318054;523.221497;475.737244;458.132507;439.567505;280.420227;315.009155;342.218292;282.023621;316.915039;342.842560;310.040619;421.034424;446.001160;442.551514;423.986511;496.646118;221.834290;273.454590;326.028778;321.871155;467.104370;263.293793;298.440308;407.697113;324.213013;243.431885;401.520355;288.875183;453.682800;420.318542;430.759033;362.088654;426.639496;392.174652;347.756073;385.526215;385.552643;482.489868;504.468842;529.674011;428.367523;552.961304;401.737183;250.743164;389.484314;381.821350;585.036255;565.064819;444.478851;359.184387;585.146423;338.052002;373.485168;406.614014;550.752441;358.346619;372.806946;143.272949;48.600208;50.920113;203.221710;380.681854;576.459961;191.367554;364.683197;350.501953;423.825195;371.061127;394.337189;424.036072;400.760010;309.740173;174.663727;220.689362;235.068817;265.240662;279.620117;0.000000;10.067047;42.948669;31.803772;162.255615;149.039032;211.085358;196.622284;53.274170;12.411560;142.730133;239.629578;255.784210;280.588745;237.045654;179.336060;227.469208;386.158020;402.524048;407.181519;563.826294;556.792480;547.307678;449.983521;449.884674;352.560516;452.089722;370.743225;513.183655;392.942780;558.612305;572.203857;591.024719;413.379211;503.457520;526.172546;556.183289;377.648071;454.828308;496.806427;156.898438;204.829987;184.465881;176.606476;116.821167;3.782013;44.682617;38.088806;481.357178;56.159386;346.645844;544.363708;505.835449;523.571594;388.109528
HP 34;123.574188;510.005402;400.000641;391.880219;413.458252;413.149139;476.695282;503.031952;509.779541;497.705261;208.299011;325.924988;311.240906;310.836365;288.667175;288.170288;288.251007;513.154480;465.670227;448.065491;429.500488;270.353180;304.942108;332.151245;271.956573;306.847992;332.775513;299.973572;410.967346;435.934082;432.484436;413.919434;486.579041;211.767242;263.387543;315.961731;311.804138;457.037354;253.226746;288.373291;397.630035;314.145966;233.364838;391.453339;278.808136;443.615784;410.251526;420.692017;352.021606;416.572479;382.107635;337.689056;375.459167;375.485626;472.422852;494.401825;519.606995;418.300507;542.894287;391.670166;240.676117;379.417297;371.754333;574.969238;554.997803;434.411804;349.117340;575.079346;327.984985;363.418121;396.546967;540.685425;348.279572;362.739899;133.205902;38.533161;40.853065;193.154663;370.614838;566.392883;181.300507;354.616150;340.434906;413.758148;360.994080;384.270142;413.969025;390.692963;299.673126;164.596680;210.622314;225.001770;255.173615;269.553070;10.067047;0.000000;32.881622;21.736725;152.188568;138.971985;201.018311;186.555237;43.207123;22.478607;132.663086;229.562531;245.717163;270.521698;226.978607;169.269012;217.402161;376.090973;392.456970;397.114502;553.759277;546.725464;537.240662;439.916504;439.817627;342.493469;442.022705;360.676208;503.116638;382.875763;548.545288;562.136841;580.957703;403.312195;493.390442;516.105469;546.116211;367.581055;444.761292;486.739410;146.831390;194.762939;174.398834;166.539429;106.754120;6.285034;44.017315;28.021759;471.290161;46.092339;336.578796;534.296631;495.768433;513.504578;378.042480
HP 35;112.982361;499.413544;389.408813;381.288391;402.866455;402.557281;466.103485;492.440155;499.187744;487.113403;197.707184;315.333130;300.649078;300.244507;278.075317;277.578461;277.659180;502.562622;455.078369;437.473633;418.908630;259.761353;294.350281;321.559418;261.364716;296.256134;322.183655;289.381744;400.375549;425.342285;421.892639;403.327637;475.987244;201.175415;252.795715;305.369904;301.212280;446.445496;242.634918;277.781433;387.038239;303.554138;222.773010;380.861481;268.216309;433.023926;399.659668;410.100159;341.429779;405.980621;371.515778;327.097198;364.867340;364.893768;461.830994;483.809967;509.015137;407.708649;532.302490;381.078308;230.084290;368.825439;361.162476;564.377441;544.406006;423.819977;338.525513;564.487549;317.393127;352.826294;385.955139;530.093628;337.687744;352.148041;122.614075;15.371265;17.691170;182.562836;360.022980;555.801025;170.708679;344.024323;329.843079;403.166321;350.402252;373.678314;403.377197;380.101135;289.081299;154.004852;200.030487;214.409943;244.581787;258.961243;42.948669;32.881622;0.000000;11.144897;185.070190;171.853607;190.426483;175.963409;10.325500;55.360229;122.071259;218.970703;235.125336;259.929871;216.386780;202.150635;206.810333;365.499146;381.865173;386.522644;543.167358;536.133667;526.648804;429.324646;429.225800;331.901642;431.430847;350.084351;492.524780;372.283905;537.953430;551.545044;570.365906;392.720337;482.798645;505.513702;535.524414;356.989197;434.169434;476.147552;179.713013;184.171112;207.280457;199.421051;139.635742;39.166656;76.898941;4.859863;460.698303;22.930443;325.986969;523.704773;485.176575;502.912720;367.450653
HP 36;101.837463;488.268646;378.263916;370.143494;391.721558;391.412384;454.958588;481.295258;488.042847;475.968506;186.562286;304.188232;289.504181;289.099609;266.930420;266.433563;266.514282;491.417725;443.933472;426.328735;407.763733;248.616470;283.205383;310.414520;250.219818;285.111237;311.038757;278.236847;389.230652;414.197388;410.747742;392.182739;464.842346;190.030518;241.650818;294.225006;290.067383;435.300598;231.490021;266.636536;375.893341;292.409241;211.628113;369.716583;257.071411;421.879028;388.514771;398.955261;330.284882;394.835724;360.370880;315.952301;353.722443;353.748871;450.686096;472.665070;497.870239;396.563751;521.157593;369.933411;218.939392;357.680542;350.017578;553.232544;533.261108;412.675079;327.380615;553.342651;306.248230;341.681396;374.810242;518.948669;326.542847;341.003143;111.469177;16.796436;19.116341;171.417938;348.878082;544.656128;159.563782;332.879425;318.698181;392.021423;339.257355;362.533417;392.232300;368.956238;277.936401;142.859955;188.885590;203.265045;233.436890;247.816345;31.803772;21.736725;11.144897;0.000000;173.925293;160.708710;179.281586;164.818512;21.470398;44.215332;110.926361;207.825806;223.980438;248.784973;205.241882;191.005737;195.665436;354.354248;370.720276;375.377747;532.022461;524.988770;515.503906;418.179749;418.080902;320.756744;420.285950;338.939453;481.379883;361.139008;526.808533;540.400146;559.221008;381.575439;471.653748;494.368805;524.379517;345.844299;423.024536;465.002655;168.568115;173.026215;196.135559;188.276154;128.490845;28.021759;65.754044;6.285034;449.553406;24.355614;314.842072;512.559875;474.031677;491.767822;356.305756
